entity,domain,subcategory,source,language
Christiana Obia,family_and_kinship,person_name,wikidata,en
Grace Ekpu,family_and_kinship,person_name,wikidata,en
Ojoma Akor,family_and_kinship,person_name,wikidata,en
Onyinyechi Eze,family_and_kinship,person_name,wikidata,en
Ijeoma Okereke,family_and_kinship,person_name,wikidata,en
Martha Agbani,family_and_kinship,person_name,wikidata,en
Nelly Kalu,family_and_kinship,person_name,wikidata,en
Oge Uche,family_and_kinship,person_name,wikidata,en
Oluchi Iwuoha,family_and_kinship,person_name,wikidata,en
Sunday Oge Elom,family_and_kinship,person_name,wikidata,en
Christy Joseph-Chukwuemeka,family_and_kinship,person_name,wikidata,en
Goodness Emmanuel,family_and_kinship,person_name,wikidata,en
Uche Rowland Ojinmah,family_and_kinship,person_name,wikidata,en
Esther Onyenezide,family_and_kinship,person_name,wikidata,en
Ogechi Ekeanyanwu,family_and_kinship,person_name,wikidata,en
Veronica Onuchi,family_and_kinship,person_name,wikidata,en
Konwea patience esohe,family_and_kinship,person_name,wikidata,en
Ugochi Anyaka-Oluigbo,family_and_kinship,person_name,wikidata,en
Chinaza Agoh,family_and_kinship,person_name,wikidata,en
Udenta O. Udenta,family_and_kinship,person_name,wikidata,en
Ukachukwu Aloysius Awuzie,family_and_kinship,person_name,wikidata,en
Eugene N. Nweke,family_and_kinship,person_name,wikidata,en
Maduabuchi Inwele Amobi,family_and_kinship,person_name,wikidata,en
Chris Nwani,family_and_kinship,person_name,wikidata,en
Ogueji Emmanuel Okechukwu,family_and_kinship,person_name,wikidata,en
Edwin Edeh,family_and_kinship,person_name,wikidata,en
Edwin Ogechukwu Omeje,family_and_kinship,person_name,wikidata,en
Chike John Okeke,family_and_kinship,person_name,wikidata,en
Joy Okpuzor,family_and_kinship,person_name,wikidata,en
Juliana Nkechi Udensi,family_and_kinship,person_name,wikidata,en
Oji Mgbechi,family_and_kinship,person_name,wikidata,en
Angela Ebele Okpala,family_and_kinship,person_name,wikidata,en
Georgina Uche Oyedum,family_and_kinship,person_name,wikidata,en
Gladys Ngozi Onyia,family_and_kinship,person_name,wikidata,en
Daniel Nwachukwu,family_and_kinship,person_name,wikidata,en
Flourish Sabastine,family_and_kinship,person_name,wikidata,en
Ugwunwa Chinyere Esse,family_and_kinship,person_name,wikidata,en
Umunna Opara,family_and_kinship,person_name,wikidata,en
Esther Mbah,family_and_kinship,person_name,wikidata,en
Inimbom Bassey,family_and_kinship,person_name,wikidata,en
Mercy Abutsa,family_and_kinship,person_name,wikidata,en
Emeka Mba,family_and_kinship,person_name,wikidata,en
Adolphus Mary Ike,family_and_kinship,person_name,wikidata,en
Boniface Nweke,family_and_kinship,person_name,wikidata,en
Chikwe Godson,family_and_kinship,person_name,wikidata,en
Igboke Onyebuchi,family_and_kinship,person_name,wikidata,en
Sunny Nweke,family_and_kinship,person_name,wikidata,en
MARY JALINGO,family_and_kinship,person_name,wikidata,en
Sylverster Onyis,family_and_kinship,person_name,wikidata,en
Victoria Oruwari,family_and_kinship,person_name,wikidata,en
Ndubueze Leonard Mbah,family_and_kinship,person_name,wikidata,en
Simon M. Sichert,family_and_kinship,person_name,wikidata,en
Chinwe Egwuagu,family_and_kinship,person_name,wikidata,en
Clara Chinwe Nnabuife,family_and_kinship,person_name,wikidata,en
Oyibo Odinamadu,family_and_kinship,person_name,wikidata,en
E. U. L. Imaga,family_and_kinship,person_name,wikidata,en
Chidozie Nzeribe,family_and_kinship,person_name,wikidata,en
Lawrence Ukwu,family_and_kinship,person_name,wikidata,en
Kevin Bosco,family_and_kinship,person_name,wikidata,en
Charity Friday Ido,family_and_kinship,person_name,wikidata,en
Emeka Obiakonwa,family_and_kinship,person_name,wikidata,en
Ezenwa P. Okafor,family_and_kinship,person_name,wikidata,en
Isabella Okagbue,family_and_kinship,person_name,wikidata,en
S. I Okafor,family_and_kinship,person_name,wikidata,en
Mary Lucky Nkpa,family_and_kinship,person_name,wikidata,en
Seimeyeha Akekoromowei,family_and_kinship,person_name,wikidata,en
Chidera Nancy Okenwa,family_and_kinship,person_name,wikidata,en
Edidiong Raymond Etim,family_and_kinship,person_name,wikidata,en
Orvegwe Blessing Sunday,family_and_kinship,person_name,wikidata,en
Adoo Yina,family_and_kinship,person_name,wikidata,en
Rose Osuji,family_and_kinship,person_name,wikidata,en
Celestine Umeibe,family_and_kinship,person_name,wikidata,en
De Catamon,family_and_kinship,person_name,wikidata,en
Okoronkwo Kesandu Ogan,family_and_kinship,person_name,wikidata,en
Chiamaka Offorjebe,family_and_kinship,person_name,wikidata,en
Chinwe Okoli,family_and_kinship,person_name,wikidata,en
Afan festival,festivals_religion,festival,wikidata,en
Lagos Book and Art Festival,festivals_religion,festival,wikidata,en
Ayet Atyap annual cultural festival,festivals_religion,festival,wikidata,en
Our Homecoming,festivals_religion,festival,wikidata,en
"ABA Festival, Igarra",festivals_religion,festival,wikidata,en
Annang Festival of Art and Culture,festivals_religion,festival,wikidata,en
Nigeria International Book Fair,festivals_religion,festival,wikidata,en
Songs of Nigeria Festival,festivals_religion,festival,wikidata,en
Golibe Festival,festivals_religion,festival,wikidata,en
Kwete Cultural Festival,festivals_religion,festival,wikidata,en
Imo Awka festival,festivals_religion,festival,wikidata,en
Oronna Festival,festivals_religion,festival,wikidata,en
Kayo-Kayo Festival,festivals_religion,festival,wikidata,en
Ovia-Osese Festival,festivals_religion,festival,wikidata,en
Ahiajoku festival,festivals_religion,festival,wikidata,en
Alo Mmo New Yam Festival,festivals_religion,festival,wikidata,en
Amanya Festival,festivals_religion,festival,wikidata,en
Ariginya Festival,festivals_religion,festival,wikidata,en
Atakpo Festival,festivals_religion,festival,wikidata,en
Ekong Festival,festivals_religion,festival,wikidata,en
Ekong Nkemba Festival,festivals_religion,festival,wikidata,en
Ekpe Outings Festival,festivals_religion,festival,wikidata,en
Gaorgaram Fishing and cultural Festival,festivals_religion,festival,wikidata,en
Idumangi Festival,festivals_religion,festival,wikidata,en
Ijele Masquerade Festival,festivals_religion,festival,wikidata,en
Njuwa Fishing Festival,festivals_religion,festival,wikidata,en
Omabe Festival,festivals_religion,festival,wikidata,en
Phuki Festival,festivals_religion,festival,wikidata,en
Rakange Festival,festivals_religion,festival,wikidata,en
Vunon Cultural Festival,festivals_religion,festival,wikidata,en
Akata Benue Fishing Festival,festivals_religion,festival,wikidata,en
Ekpiri Akata Festival,festivals_religion,festival,wikidata,en
Eset (Ise) Feast Festival,festivals_religion,festival,wikidata,en
Feast of Etefia Deity Festival,festivals_religion,festival,wikidata,en
Nwonyo Fishing Festival,festivals_religion,festival,wikidata,en
epa festival,festivals_religion,festival,wikidata,en
Sharo Festival,festivals_religion,festival,wikidata,en
Lagos Food Festival,festivals_religion,festival,wikidata,en
Tuk-ham festival,festivals_religion,festival,wikidata,en
Barakau Annual Festival,festivals_religion,festival,wikidata,en
Efu festival,festivals_religion,festival,wikidata,en
Igu aro,festivals_religion,festival,wikidata,en
Ivom festival,festivals_religion,festival,wikidata,en
Jaci festival,festivals_religion,festival,wikidata,en
Oko festival,festivals_religion,festival,wikidata,en
Adane-Okpe Festival,festivals_religion,festival,wikidata,en
Egbe festival,festivals_religion,festival,wikidata,en
Gani durbar festival,festivals_religion,festival,wikidata,en
Kallon kuwa festival,festivals_religion,festival,wikidata,en
Odun ijesu (new yam festival),festivals_religion,festival,wikidata,en
Oguberi festival,festivals_religion,festival,wikidata,en
Okosa fishing festival,festivals_religion,festival,wikidata,en
Udiroko Festival,festivals_religion,festival,wikidata,en
Ugioro Festival,festivals_religion,festival,wikidata,en
Ukpe  Festival,festivals_religion,festival,wikidata,en
Usoro Ekpo festival,festivals_religion,festival,wikidata,en
Agan festival,festivals_religion,festival,wikidata,en
Ekuechi festival,festivals_religion,festival,wikidata,en
Eluku,festivals_religion,festival,wikidata,en
Ikan festival,festivals_religion,festival,wikidata,en
Lagos international film festival,festivals_religion,festival,wikidata,en
Lokoja fishing festival,festivals_religion,festival,wikidata,en
Ogani Festival,festivals_religion,festival,wikidata,en
Yoruba arts festival,festivals_religion,festival,wikidata,en
Feast of Anyan Festival,festivals_religion,festival,wikidata,en
Inkim-Eyong festival,festivals_religion,festival,wikidata,en
Mfuuho festival,festivals_religion,festival,wikidata,en
Mmanwu (masqurade festival),festivals_religion,festival,wikidata,en
Nnekeji festival of Achi,festivals_religion,festival,wikidata,en
Odo festival,festivals_religion,festival,wikidata,en
Ugie-Ododua(Aguosa)Festival,festivals_religion,festival,wikidata,en
Ugivie festival,festivals_religion,festival,wikidata,en
Bauchi State Festival of Arts and Culture,festivals_religion,festival,wikidata,en
Ime Ogbe Festival,festivals_religion,festival,wikidata,en
Iso Awa-Itam feast festival,festivals_religion,festival,wikidata,en
Lake Efi Fishing Festival,festivals_religion,festival,wikidata,en
Nkuku Atan festival,festivals_religion,festival,wikidata,en
Obodom Eyong (Drum in the Sky) Festival,festivals_religion,festival,wikidata,en
Odemimom Festival,festivals_religion,festival,wikidata,en
Traditional wrestling Festival,festivals_religion,festival,wikidata,en
Circumcision Feast of Gezawa People,festivals_religion,festival,wikidata,en
Ikwu Ooya Or Owyi-Onyonyi Festival,festivals_religion,festival,wikidata,en
Nyinya (Umilin) Festival,festivals_religion,festival,wikidata,en
Odumu Festival,festivals_religion,festival,wikidata,en
Richu Festival,festivals_religion,festival,wikidata,en
Ujor Festival,festivals_religion,festival,wikidata,en
Upleka Festival,festivals_religion,festival,wikidata,en
Uzo Iyi Festival,festivals_religion,festival,wikidata,en
Amasinghan Festival,festivals_religion,festival,wikidata,en
Echi festival,festivals_religion,festival,wikidata,en
Ijoha Egbadogwu Festival,festivals_religion,festival,wikidata,en
Ikase Akombo And Tyav Festival,festivals_religion,festival,wikidata,en
Imo (1 Mini) Festival,festivals_religion,festival,wikidata,en
Indyer Festival,festivals_religion,festival,wikidata,en
Kwagh-Hir Festival,festivals_religion,festival,wikidata,en
Mzough U–Tiv (Tiv National Day),festivals_religion,festival,wikidata,en
New Yam Festivals in Nigeria,festivals_religion,festival,wikidata,en
GTBank Food and Drink Festival,festivals_religion,festival,wikidata,en
Jos Carnival,festivals_religion,festival,wikidata,en
Eggon Carnival,festivals_religion,festival,wikidata,en
Afan National Festival 2017,festivals_religion,festival,wikidata,en
Afan National Festival 2020,festivals_religion,festival,wikidata,en
Ayet Atyap annual cultural festival 2024,festivals_religion,festival,wikidata,en
Ayet Atyap annual cultural festival 2019,festivals_religion,festival,wikidata,en
Ayet Atyap annual cultural festival 2023,festivals_religion,festival,wikidata,en
Ayet Atyap Karu 2024,festivals_religion,festival,wikidata,en
"Erema Town, Egi Clan",festivals_religion,festival,wikidata,en
Ilorin Emirate Durbar,festivals_religion,festival,wikidata,en
Kano Durbar Festival,festivals_religion,festival,wikidata,en
Agiri Festival (Bille Kingdom),festivals_religion,festival,wikidata,en
Eko International Film Festival,festivals_religion,festival,wikidata,en
Livespot X Festival,festivals_religion,festival,wikidata,en
Gaani Festival,festivals_religion,festival,wikidata,en
Nativeland,festivals_religion,festival,wikidata,en
Eid al-Adha in Nigeria,festivals_religion,festival,wikidata,en
Iwude Ijesa,festivals_religion,festival,wikidata,en
Ede-Aroh festival,festivals_religion,festival,wikidata,en
Ekpe Cultural Festival,festivals_religion,festival,wikidata,en
Ekpe Masquerade Festival,festivals_religion,festival,wikidata,en
Iganmode Cultural Festival,festivals_religion,festival,wikidata,en
ION International Film Festival,festivals_religion,festival,wikidata,en
Ogwu Ekpeye,festivals_religion,festival,wikidata,en
Argungu Fishing Festival,festivals_religion,festival,wikidata,en
Ijok-Irin,festivals_religion,festival,wikidata,en
EniObanke Music Festival,festivals_religion,festival,wikidata,en
Mainland BlockParty,festivals_religion,festival,wikidata,en
Eastern Nigeria International Film Festival,festivals_religion,festival,wikidata,en
Lagos International Poetry Festival,festivals_religion,festival,wikidata,en
Eastern Nigeria International Film festival,festivals_religion,festival,wikidata,en
Ife Festival of the Arts,festivals_religion,festival,wikidata,en
Igede Agba,festivals_religion,festival,wikidata,en
Ọganyi Festival,festivals_religion,festival,wikidata,en
Ede Opoto festival,festivals_religion,festival,wikidata,en
Ede Opoto Ukpo Festival,festivals_religion,festival,wikidata,en
Gwo-Gwo Festival,festivals_religion,festival,wikidata,en
Ijakadi Festival,festivals_religion,festival,wikidata,en
Enugu Photo Festival,festivals_religion,festival,wikidata,en
Kaiama Gaani festival,festivals_religion,festival,wikidata,en
Kamti festival,festivals_religion,festival,wikidata,en
Bala Baraa Ma Jalam Cultural festival,festivals_religion,festival,wikidata,en
Idoma International Carnival,festivals_religion,festival,wikidata,en
LagosPhoto Festival,festivals_religion,festival,wikidata,en
Nations Rhythm Festival,festivals_religion,festival,wikidata,en
Osun-Osogbo festival,festivals_religion,festival,wikidata,en
Rhythm Unplugged,festivals_religion,festival,wikidata,en
The Afro Street Festival,festivals_religion,festival,wikidata,en
Nupe Day Celebration,festivals_religion,festival,wikidata,en
Ofala Festival,festivals_religion,festival,wikidata,en
Gẹlẹdẹ festival,festivals_religion,festival,wikidata,en
Eyibi Festival,festivals_religion,festival,wikidata,en
Odun-Osu Festival,festivals_religion,festival,wikidata,en
Afan National Festival 2024,festivals_religion,festival,wikidata,en
Chong Dovetail,festivals_religion,festival,wikidata,en
iREP Film Festival,festivals_religion,festival,wikidata,en
The African Student Film Festival,festivals_religion,festival,wikidata,en
Nollywood Travel Film Festival,festivals_religion,festival,wikidata,en
Ìṣẹ̀ṣe Day,festivals_religion,festival,wikidata,en
Ofala Onitsha Festival,festivals_religion,festival,wikidata,en
Tor tiv coronation festival,festivals_religion,festival,wikidata,en
Ugboju masquerade festival,festivals_religion,festival,wikidata,en
Lagos Photo,festivals_religion,festival,wikidata,en
Igue festival,festivals_religion,festival,wikidata,en
Africa International Film Festival,festivals_religion,festival,wikidata,en
Carniriv,festivals_religion,festival,wikidata,en
New Yam Festival of the Igbo,festivals_religion,festival,wikidata,en
Olojo Festival,festivals_religion,festival,wikidata,en
Durbar festival,festivals_religion,festival,wikidata,en
Afropolitan Vibes,festivals_religion,festival,wikidata,en
Gidi Culture Festival,festivals_religion,festival,wikidata,en
Ojude Oba festival,festivals_religion,festival,wikidata,en
Igogo festival,festivals_religion,festival,wikidata,en
Felabration,festivals_religion,festival,wikidata,en
Lagos Seafood Festival,festivals_religion,festival,wikidata,en
Lagos Black Heritage Festival,festivals_religion,festival,wikidata,en
Lagos Carnival,festivals_religion,festival,wikidata,en
Oro Festival,festivals_religion,festival,wikidata,en
Sango Festival of Oyo,festivals_religion,festival,wikidata,en
FESTAC 77,festivals_religion,festival,wikidata,en
Nnewi Afiaolu Festival,festivals_religion,festival,wikidata,en
Aké Arts and Book Festival,festivals_religion,festival,wikidata,en
Lagos International Jazz Festival,festivals_religion,festival,wikidata,en
The Experience,festivals_religion,festival,wikidata,en
Ogun Festival,festivals_religion,festival,wikidata,en
Kaduna Book and Arts Festival,festivals_religion,festival,wikidata,en
Calabar Carnival,festivals_religion,festival,wikidata,en
Eyo festival,festivals_religion,festival,wikidata,en
Idoma Carnival,festivals_religion,festival,wikidata,en
Agemo festival,festivals_religion,festival,wikidata,en
Zanga Festival,festivals_religion,festival,wikidata,en
Leboku,festivals_religion,festival,wikidata,en
October rain,festivals_religion,festival,wikidata,en
Olokun Festival,festivals_religion,festival,wikidata,en
Star Mega Jam,festivals_religion,festival,wikidata,en
Chinua Achebe Literary Festival,festivals_religion,festival,wikidata,en
"Lights, Camera, Africa!",festivals_religion,festival,wikidata,en
Nupe Cultural Day,festivals_religion,festival,wikidata,en
Pategi Regatta Festival,festivals_religion,festival,wikidata,en
Kyegh Sha Ishwa (Chicken with Sesame),festivals_religion,festival,wikidata,en
Adu Festival,festivals_religion,festival,wikidata,en
Benue Book and Art Festival,festivals_religion,festival,wikidata,en
Ochacho Carnival,festivals_religion,festival,wikidata,en
Imo  Benue Festival,festivals_religion,festival,wikidata,en
Eje-Alekwu,festivals_religion,festival,wikidata,en
Gberichur festival,festivals_religion,festival,wikidata,en
Ejegembi Festival,festivals_religion,festival,wikidata,en
Ukpleka Festival,festivals_religion,festival,wikidata,en
Rekange Festival,festivals_religion,festival,wikidata,en
Obaluaye Festival Ikorodu,festivals_religion,festival,wikidata,en
Turupu Festival Ikorodu,festivals_religion,festival,wikidata,en
Afan National Festival 2025,festivals_religion,festival,wikidata,en
Anyanwu,festivals_religion,deity,wikidata,en
Atai,festivals_religion,deity,wikidata,en
Yeye Osun,festivals_religion,deity,wikidata,en
Olofin (The great one),festivals_religion,deity,wikidata,en
Amadioha,festivals_religion,deity,wikidata,en
Ahia Njoku,festivals_religion,deity,wikidata,en
Idemili,festivals_religion,deity,wikidata,en
Ijaw water mothers,festivals_religion,deity,wikidata,en
